Job_Title,Company,Location,Skills,Experience_Level,Salary
Software Engineer,Microsoft,"Boston, MA","Python, Pandas, Data Science",Senior,70015
AI Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Senior,142164
Software Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Senior,111500
DevOps Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Mid,123925
AI Engineer,Facebook,"New York, NY","Python, Pandas, Data Science",Entry,150979
AI Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Mid,156355
Software Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Senior,114909
DevOps Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,71565
Machine Learning Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,87597
DevOps Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,125623
Data Scientist,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Senior,134300
Machine Learning Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,151837
AI Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,109314
Machine Learning Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,101965
AI Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Senior,157449
AI Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Senior,127957
Machine Learning Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Entry,88317
AI Engineer,Microsoft,"Boston, MA","Python, Pandas, Data Science",Senior,179191
AI Engineer,Google,"Boston, MA","Java, AWS, Docker",Senior,126753
Data Scientist,Facebook,"New York, NY","JavaScript, React, Node.js",Senior,95242
DevOps Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Mid,192001
DevOps Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Mid,166262
Data Scientist,Facebook,"New York, NY","Python, SQL, Machine Learning",Entry,159806
Machine Learning Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Senior,158724
Software Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,73580
Software Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Entry,164134
Software Engineer,Microsoft,"Boston, MA","Python, Pandas, Data Science",Senior,155967
Data Scientist,Amazon,"Austin, TX","Python, Pandas, Data Science",Entry,80742
Data Scientist,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Entry,77833
AI Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Entry,156421
Software Engineer,Facebook,"Seattle, WA","JavaScript, React, Node.js",Entry,131347
Machine Learning Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Entry,134155
Machine Learning Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Entry,149791
Software Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Entry,174527
Software Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Senior,101057
Software Engineer,Tesla,"Seattle, WA","Java, AWS, Docker",Senior,104261
Data Scientist,Google,"San Francisco, CA","JavaScript, React, Node.js",Entry,191114
Data Scientist,Tesla,"San Francisco, CA","Java, AWS, Docker",Senior,82769
Data Scientist,Google,"Austin, TX","Python, Pandas, Data Science",Entry,82449
DevOps Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,199648
Machine Learning Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Mid,96345
Machine Learning Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Entry,177926
AI Engineer,Google,"Boston, MA","Java, AWS, Docker",Mid,184576
Data Scientist,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Entry,129428
DevOps Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Entry,64321
DevOps Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,65776
Machine Learning Engineer,Google,"New York, NY","Python, Pandas, Data Science",Mid,76119
Data Scientist,Tesla,"Boston, MA","Python, SQL, Machine Learning",Mid,190078
AI Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Entry,112967
Data Scientist,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,135723
Software Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Mid,172620
Data Scientist,Google,"San Francisco, CA","Python, SQL, Machine Learning",Senior,197740
Software Engineer,Amazon,"Austin, TX","Python, SQL, Machine Learning",Senior,140880
Software Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,68195
AI Engineer,Tesla,"Austin, TX","Python, SQL, Machine Learning",Mid,162658
Machine Learning Engineer,Facebook,"Austin, TX","Python, SQL, Machine Learning",Mid,117995
Data Scientist,Google,"Boston, MA","JavaScript, React, Node.js",Mid,190112
Software Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,98250
Data Scientist,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,75376
Machine Learning Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,124723
Machine Learning Engineer,Google,"New York, NY","C++, Deep Learning, TensorFlow",Mid,103442
DevOps Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Senior,65392
Machine Learning Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,84809
AI Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,175095
Software Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,191765
DevOps Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,159473
AI Engineer,Facebook,"New York, NY","Python, Pandas, Data Science",Mid,154769
Data Scientist,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,134710
Software Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,71352
Machine Learning Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Mid,196064
Software Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,113076
Data Scientist,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Entry,83354
DevOps Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Senior,194384
DevOps Engineer,Amazon,"Boston, MA","Python, Pandas, Data Science",Entry,105833
DevOps Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Mid,64318
Machine Learning Engineer,Amazon,"New York, NY","Java, AWS, Docker",Entry,172363
AI Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Senior,159992
AI Engineer,Google,"New York, NY","Java, AWS, Docker",Mid,126003
Software Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Senior,167841
Machine Learning Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,160726
DevOps Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Entry,149199
DevOps Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Entry,179195
Data Scientist,Amazon,"Boston, MA","Python, Pandas, Data Science",Senior,167507
Data Scientist,Facebook,"Boston, MA","Java, AWS, Docker",Senior,168173
DevOps Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Mid,88273
DevOps Engineer,Google,"Seattle, WA","Java, AWS, Docker",Senior,89473
Machine Learning Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Senior,121410
AI Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Entry,188536
Data Scientist,Tesla,"New York, NY","Python, Pandas, Data Science",Senior,152981
AI Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Senior,105310
Machine Learning Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,143406
DevOps Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Mid,172765
AI Engineer,Google,"Austin, TX","Java, AWS, Docker",Entry,85992
DevOps Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Entry,89433
DevOps Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Senior,85933
Software Engineer,Amazon,"Boston, MA","Python, SQL, Machine Learning",Senior,129285
AI Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,170121
AI Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Senior,182747
DevOps Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Mid,171682
Machine Learning Engineer,Google,"New York, NY","Python, Pandas, Data Science",Mid,83439
Software Engineer,Tesla,"Austin, TX","Python, Pandas, Data Science",Mid,155826
DevOps Engineer,Facebook,"Austin, TX","Java, AWS, Docker",Mid,152776
Data Scientist,Tesla,"Austin, TX","Java, AWS, Docker",Senior,179070
Data Scientist,Facebook,"Austin, TX","Java, AWS, Docker",Entry,152345
Software Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,172923
Machine Learning Engineer,Amazon,"Boston, MA","Java, AWS, Docker",Senior,143459
DevOps Engineer,Microsoft,"New York, NY","Python, SQL, Machine Learning",Senior,179598
AI Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Mid,147971
Software Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Senior,183299
Machine Learning Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,85236
AI Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Senior,174679
Data Scientist,Amazon,"Austin, TX","Python, Pandas, Data Science",Senior,140570
Data Scientist,Microsoft,"Austin, TX","Java, AWS, Docker",Mid,156621
AI Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Mid,69442
Software Engineer,Tesla,"San Francisco, CA","Python, Pandas, Data Science",Mid,116437
Data Scientist,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,138179
DevOps Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Entry,185608
AI Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,124557
AI Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Senior,132752
Data Scientist,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,108534
Software Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Entry,164303
DevOps Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Entry,183295
Software Engineer,Google,"New York, NY","C++, Deep Learning, TensorFlow",Senior,175287
Machine Learning Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,67288
Machine Learning Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Senior,169570
Data Scientist,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,155547
Data Scientist,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Entry,141122
Data Scientist,Microsoft,"New York, NY","Python, SQL, Machine Learning",Entry,92400
Machine Learning Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,182609
Software Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Mid,192639
Software Engineer,Amazon,"New York, NY","Java, AWS, Docker",Mid,107878
Data Scientist,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,108850
DevOps Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Senior,192166
Software Engineer,Google,"New York, NY","Java, AWS, Docker",Mid,139044
Machine Learning Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Mid,105113
AI Engineer,Amazon,"Seattle, WA","JavaScript, React, Node.js",Mid,118791
AI Engineer,Amazon,"Boston, MA","Python, SQL, Machine Learning",Senior,69684
AI Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,152783
DevOps Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Mid,131727
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Mid,143378
Machine Learning Engineer,Tesla,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,118552
DevOps Engineer,Amazon,"Seattle, WA","JavaScript, React, Node.js",Senior,199118
Machine Learning Engineer,Tesla,"New York, NY","Python, Pandas, Data Science",Entry,64934
Machine Learning Engineer,Google,"New York, NY","Java, AWS, Docker",Entry,61354
Data Scientist,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,164777
AI Engineer,Google,"Seattle, WA","Java, AWS, Docker",Senior,155352
Data Scientist,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Entry,113046
DevOps Engineer,Tesla,"Austin, TX","Python, SQL, Machine Learning",Senior,171098
DevOps Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Entry,125064
DevOps Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Mid,117184
Data Scientist,Google,"Boston, MA","Python, SQL, Machine Learning",Senior,194035
Machine Learning Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Mid,87424
Machine Learning Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Entry,194114
Software Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Entry,67139
DevOps Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Mid,71226
Machine Learning Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,165234
Software Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Mid,143652
Machine Learning Engineer,Amazon,"New York, NY","Java, AWS, Docker",Mid,130647
DevOps Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,128617
AI Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Entry,198874
DevOps Engineer,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Senior,199066
Data Scientist,Amazon,"New York, NY","JavaScript, React, Node.js",Mid,63531
Machine Learning Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Senior,197301
Machine Learning Engineer,Facebook,"Seattle, WA","JavaScript, React, Node.js",Entry,154311
Data Scientist,Amazon,"Seattle, WA","Python, Pandas, Data Science",Entry,142124
Data Scientist,Microsoft,"San Francisco, CA","Java, AWS, Docker",Senior,104069
AI Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Mid,181907
Machine Learning Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Entry,148074
Machine Learning Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,168345
AI Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Mid,199175
Software Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,114203
AI Engineer,Amazon,"Seattle, WA","Python, Pandas, Data Science",Entry,75915
DevOps Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,101477
Machine Learning Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Entry,176740
Data Scientist,Facebook,"Boston, MA","Python, Pandas, Data Science",Senior,182217
DevOps Engineer,Amazon,"San Francisco, CA","Java, AWS, Docker",Entry,149067
Machine Learning Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Entry,113520
AI Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Entry,130053
DevOps Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,111464
Machine Learning Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Mid,85357
Software Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Senior,192316
Software Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,127952
Data Scientist,Amazon,"New York, NY","Java, AWS, Docker",Entry,108061
Machine Learning Engineer,Google,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,66490
Software Engineer,Google,"Austin, TX","Java, AWS, Docker",Mid,137219
AI Engineer,Tesla,"New York, NY","Python, Pandas, Data Science",Mid,186305
Machine Learning Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Mid,65839
AI Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Senior,84992
AI Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Mid,173154
Software Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Senior,116249
Machine Learning Engineer,Google,"Boston, MA","Python, Pandas, Data Science",Mid,163313
DevOps Engineer,Google,"New York, NY","Python, Pandas, Data Science",Mid,110734
Software Engineer,Amazon,"Seattle, WA","Java, AWS, Docker",Entry,185626
Software Engineer,Tesla,"Austin, TX","Python, Pandas, Data Science",Senior,84260
Machine Learning Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Mid,121852
Machine Learning Engineer,Tesla,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,88380
AI Engineer,Amazon,"New York, NY","Java, AWS, Docker",Senior,131257
Machine Learning Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Senior,64930
AI Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Mid,195425
Software Engineer,Amazon,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,198904
Data Scientist,Facebook,"New York, NY","Java, AWS, Docker",Entry,114017
DevOps Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Entry,140630
Software Engineer,Tesla,"New York, NY","Java, AWS, Docker",Senior,91280
Machine Learning Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Entry,184130
DevOps Engineer,Facebook,"New York, NY","Java, AWS, Docker",Senior,66544
Data Scientist,Facebook,"Seattle, WA","JavaScript, React, Node.js",Entry,74388
Data Scientist,Amazon,"Boston, MA","Java, AWS, Docker",Senior,61694
AI Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Senior,187727
DevOps Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Senior,148202
AI Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,173057
Software Engineer,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Senior,109294
DevOps Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Senior,98769
Software Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,173289
AI Engineer,Facebook,"New York, NY","Java, AWS, Docker",Mid,162885
DevOps Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Senior,97855
AI Engineer,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Mid,192532
DevOps Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Senior,107646
AI Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Mid,173947
Data Scientist,Facebook,"Boston, MA","Java, AWS, Docker",Entry,70910
AI Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Entry,142757
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Senior,68463
AI Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Senior,86534
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Entry,193441
DevOps Engineer,Facebook,"Seattle, WA","JavaScript, React, Node.js",Entry,172296
DevOps Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,145094
Machine Learning Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,147905
Software Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Entry,85407
DevOps Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Entry,122552
Data Scientist,Google,"Boston, MA","JavaScript, React, Node.js",Senior,152303
DevOps Engineer,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Mid,131908
Machine Learning Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Mid,184506
Data Scientist,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,82369
Machine Learning Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,65900
Data Scientist,Microsoft,"New York, NY","Java, AWS, Docker",Entry,100733
AI Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Senior,147236
Software Engineer,Amazon,"New York, NY","Java, AWS, Docker",Senior,191661
Software Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,120044
Machine Learning Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Entry,145553
Software Engineer,Google,"Boston, MA","Python, Pandas, Data Science",Entry,148435
Machine Learning Engineer,Amazon,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,109008
Machine Learning Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Senior,126794
Machine Learning Engineer,Google,"New York, NY","Java, AWS, Docker",Senior,139134
Software Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Mid,193938
Machine Learning Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,112890
Software Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Entry,175259
Machine Learning Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Entry,89404
DevOps Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Senior,125223
Machine Learning Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Entry,60637
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Entry,163186
Machine Learning Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Mid,75828
AI Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Senior,161976
Machine Learning Engineer,Google,"New York, NY","C++, Deep Learning, TensorFlow",Entry,105097
Data Scientist,Amazon,"Boston, MA","Python, SQL, Machine Learning",Senior,173271
Data Scientist,Tesla,"New York, NY","JavaScript, React, Node.js",Senior,92022
Software Engineer,Facebook,"Seattle, WA","Python, Pandas, Data Science",Senior,92202
DevOps Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,88704
Machine Learning Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Senior,151411
Software Engineer,Facebook,"New York, NY","Java, AWS, Docker",Senior,189688
DevOps Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Senior,83641
Machine Learning Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Entry,97479
AI Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,82027
Machine Learning Engineer,Facebook,"Austin, TX","Python, SQL, Machine Learning",Entry,102912
Data Scientist,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Mid,168227
Data Scientist,Google,"San Francisco, CA","Python, SQL, Machine Learning",Mid,188773
AI Engineer,Microsoft,"Austin, TX","Java, AWS, Docker",Senior,169658
Software Engineer,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Senior,102692
DevOps Engineer,Google,"Austin, TX","Java, AWS, Docker",Entry,158884
Machine Learning Engineer,Microsoft,"New York, NY","Python, SQL, Machine Learning",Mid,92209
Data Scientist,Google,"New York, NY","C++, Deep Learning, TensorFlow",Senior,116738
Software Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Senior,97242
AI Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Senior,198145
Data Scientist,Amazon,"Boston, MA","Python, SQL, Machine Learning",Senior,167966
AI Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,126457
Machine Learning Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Entry,189257
DevOps Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Senior,128309
Data Scientist,Google,"New York, NY","Python, Pandas, Data Science",Senior,146496
Data Scientist,Microsoft,"Austin, TX","Python, Pandas, Data Science",Senior,170078
Machine Learning Engineer,Amazon,"Seattle, WA","Python, Pandas, Data Science",Senior,61865
Software Engineer,Amazon,"New York, NY","Java, AWS, Docker",Senior,156242
DevOps Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Mid,88887
Data Scientist,Amazon,"Boston, MA","Python, SQL, Machine Learning",Mid,156047
DevOps Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Mid,188863
Data Scientist,Amazon,"Seattle, WA","Python, Pandas, Data Science",Mid,100478
DevOps Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Senior,171750
AI Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,73394
Data Scientist,Amazon,"New York, NY","Python, SQL, Machine Learning",Mid,64487
DevOps Engineer,Google,"Austin, TX","Java, AWS, Docker",Entry,168924
Software Engineer,Facebook,"New York, NY","Python, Pandas, Data Science",Mid,117268
AI Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,89605
AI Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Senior,131602
Software Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,138206
DevOps Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Mid,153375
Machine Learning Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,153937
Software Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,116921
DevOps Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,120760
Software Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,127847
Software Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Entry,157547
Data Scientist,Facebook,"Seattle, WA","Java, AWS, Docker",Entry,103839
DevOps Engineer,Facebook,"New York, NY","Python, SQL, Machine Learning",Mid,99673
Machine Learning Engineer,Amazon,"Boston, MA","Python, SQL, Machine Learning",Entry,63642
Data Scientist,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Senior,197410
Software Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,111761
Software Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,69622
Software Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,108423
DevOps Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,102873
DevOps Engineer,Google,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,107565
Data Scientist,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Entry,198878
Machine Learning Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Entry,60757
Data Scientist,Facebook,"Austin, TX","Java, AWS, Docker",Senior,66220
AI Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,168408
Software Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Mid,151851
Software Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Entry,153329
Software Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Mid,187636
Data Scientist,Amazon,"Seattle, WA","Python, Pandas, Data Science",Mid,88288
Data Scientist,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,134492
Software Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,79109
Data Scientist,Facebook,"New York, NY","C++, Deep Learning, TensorFlow",Senior,194569
DevOps Engineer,Tesla,"San Francisco, CA","Python, Pandas, Data Science",Mid,117326
DevOps Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,69864
Data Scientist,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Mid,147562
Software Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,134310
Data Scientist,Microsoft,"New York, NY","Python, SQL, Machine Learning",Senior,179454
Data Scientist,Tesla,"Austin, TX","Python, SQL, Machine Learning",Mid,81017
Data Scientist,Microsoft,"San Francisco, CA","Java, AWS, Docker",Entry,192893
AI Engineer,Tesla,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,110337
DevOps Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,143557
Machine Learning Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Entry,70372
Machine Learning Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,160050
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,153938
Data Scientist,Google,"New York, NY","Java, AWS, Docker",Entry,131333
AI Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,76283
